season,team1,team2,toss_winner,toss_decision,venue,winner,result,result_margin,target_runs
10,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Holkar Cricket Stadium,Punjab Kings,wickets,8.0,149.0
10,Rising Pune Supergiants,Delhi Capitals,Rising Pune Supergiants,field,Maharashtra Cricket Association Stadium,Delhi Capitals,runs,97.0,206.0
10,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Wankhede Stadium,Mumbai Indians,wickets,4.0,159.0
10,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,Eden Gardens,Kolkata Knight Riders,wickets,8.0,171.0
10,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,M Chinnaswamy Stadium,Mumbai Indians,wickets,4.0,143.0
10,Gujarat Lions,Rising Pune Supergiants,Gujarat Lions,field,Saurashtra Cricket Association Stadium,Gujarat Lions,wickets,7.0,172.0
10,Delhi Capitals,Punjab Kings,Delhi Capitals,bat,Feroz Shah Kotla,Delhi Capitals,runs,17.0,173.0
10,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Eden Gardens,Kolkata Knight Riders,runs,51.0,189.0
10,Royal Challengers Bangalore,Rising Pune Supergiants,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,Rising Pune Supergiants,wickets,6.0,177.0
10,Mumbai Indians,Gujarat Lions,Mumbai Indians,field,Wankhede Stadium,Mumbai Indians,runs,27.0,162.0
10,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,Feroz Shah Kotla,Kolkata Knight Riders,wickets,4.0,169.0
10,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,runs,5.0,160.0
10,Gujarat Lions,Royal Challengers Bangalore,Gujarat Lions,field,Saurashtra Cricket Association Stadium,Royal Challengers Bangalore,runs,21.0,214.0
10,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,runs,15.0,192.0
10,Punjab Kings,Mumbai Indians,Mumbai Indians,field,Holkar Cricket Stadium,Mumbai Indians,wickets,8.0,199.0
10,Kolkata Knight Riders,Gujarat Lions,Gujarat Lions,field,Eden Gardens,Gujarat Lions,wickets,4.0,188.0
10,Rising Pune Supergiants,Sunrisers Hyderabad,Rising Pune Supergiants,field,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,runs,14.0,143.0
10,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Wankhede Stadium,Mumbai Indians,wickets,6.0,177.0
10,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Eden Gardens,Kolkata Knight Riders,runs,26.0,189.0
10,Gujarat Lions,Punjab Kings,Gujarat Lions,field,Saurashtra Cricket Association Stadium,Punjab Kings,runs,82.0,132.0
10,Mumbai Indians,Rising Pune Supergiants,Mumbai Indians,field,Wankhede Stadium,Rising Pune Supergiants,runs,3.0,161.0
10,Rising Pune Supergiants,Kolkata Knight Riders,Kolkata Knight Riders,field,Maharashtra Cricket Association Stadium,Kolkata Knight Riders,wickets,7.0,183.0
10,Royal Challengers Bangalore,Gujarat Lions,Gujarat Lions,field,M Chinnaswamy Stadium,Gujarat Lions,wickets,7.0,135.0
10,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",Sunrisers Hyderabad,wickets,7.0,161.0
10,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,Eden Gardens,Kolkata Knight Riders,runs,26.0,208.0
10,Rising Pune Supergiants,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,runs,61.0,158.0
10,Gujarat Lions,Mumbai Indians,Gujarat Lions,bat,Saurashtra Cricket Association Stadium,,tie,,154.0
10,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,wickets,10.0,68.0
10,Punjab Kings,Delhi Capitals,Punjab Kings,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",Punjab Kings,runs,48.0,210.0
10,Rising Pune Supergiants,Gujarat Lions,Rising Pune Supergiants,field,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,wickets,5.0,163.0
10,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Wankhede Stadium,Mumbai Indians,wickets,5.0,162.0
10,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,Feroz Shah Kotla,Delhi Capitals,wickets,6.0,186.0
10,Kolkata Knight Riders,Rising Pune Supergiants,Rising Pune Supergiants,field,Eden Gardens,Rising Pune Supergiants,wickets,4.0,156.0
10,Delhi Capitals,Gujarat Lions,Delhi Capitals,field,Feroz Shah Kotla,Delhi Capitals,wickets,7.0,209.0
10,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,field,M Chinnaswamy Stadium,Punjab Kings,runs,19.0,139.0
10,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,Feroz Shah Kotla,Mumbai Indians,runs,12.0,149.0
10,Sunrisers Hyderabad,Rising Pune Supergiants,Sunrisers Hyderabad,field,"Rajiv Gandhi International Stadium, Uppal",Rising Pune Supergiants,runs,146.0,213.0
10,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,M Chinnaswamy Stadium,Kolkata Knight Riders,wickets,6.0,159.0
10,Punjab Kings,Gujarat Lions,Gujarat Lions,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",Gujarat Lions,wickets,6.0,190.0
10,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,wickets,7.0,139.0
10,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,"Punjab Cricket Association IS Bindra Stadium, Mohali",Punjab Kings,runs,14.0,168.0
10,Gujarat Lions,Delhi Capitals,Delhi Capitals,field,Green Park,Delhi Capitals,wickets,2.0,196.0
10,Mumbai Indians,Punjab Kings,Mumbai Indians,field,Wankhede Stadium,Punjab Kings,runs,7.0,231.0
10,Delhi Capitals,Rising Pune Supergiants,Delhi Capitals,bat,Feroz Shah Kotla,Delhi Capitals,runs,7.0,169.0
10,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,Eden Gardens,Mumbai Indians,wickets,8.0,155.0
10,Gujarat Lions,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Green Park,Sunrisers Hyderabad,runs,9.0,174.0
10,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Feroz Shah Kotla,Royal Challengers Bangalore,wickets,9.0,74.0
10,Rising Pune Supergiants,Punjab Kings,Rising Pune Supergiants,field,Maharashtra Cricket Association Stadium,Rising Pune Supergiants,runs,10.0,162.0
10,Mumbai Indians,Rising Pune Supergiants,Mumbai Indians,field,Wankhede Stadium,Rising Pune Supergiants,runs,20.0,163.0
10,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,M Chinnaswamy Stadium,Kolkata Knight Riders,wickets,7.0,48.0
10,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,field,M Chinnaswamy Stadium,Mumbai Indians,wickets,6.0,108.0
10,Mumbai Indians,Rising Pune Supergiants,Mumbai Indians,bat,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,runs,1.0,130.0
11,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Wankhede Stadium,Chennai Super Kings,wickets,1.0,166.0
11,Delhi Capitals,Punjab Kings,Punjab Kings,field,Punjab Cricket Association IS Bindra Stadium,Punjab Kings,wickets,6.0,167.0
11,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,Eden Gardens,Kolkata Knight Riders,wickets,4.0,177.0
11,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,wickets,9.0,126.0
11,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,MA Chidambaram Stadium,Chennai Super Kings,wickets,5.0,203.0
11,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Sawai Mansingh Stadium,Rajasthan Royals,runs,10.0,71.0
11,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,wickets,1.0,148.0
11,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,M.Chinnaswamy Stadium,Royal Challengers Bangalore,wickets,4.0,156.0
11,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Wankhede Stadium,Delhi Capitals,wickets,7.0,195.0
11,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Eden Gardens,Sunrisers Hyderabad,wickets,5.0,139.0
11,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,M.Chinnaswamy Stadium,Rajasthan Royals,runs,19.0,218.0
11,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,Punjab Cricket Association IS Bindra Stadium,Punjab Kings,runs,4.0,198.0
11,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Eden Gardens,Kolkata Knight Riders,runs,71.0,201.0
11,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Wankhede Stadium,Mumbai Indians,runs,46.0,214.0
11,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Sawai Mansingh Stadium,Kolkata Knight Riders,wickets,7.0,161.0
11,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,Punjab Cricket Association IS Bindra Stadium,Punjab Kings,runs,15.0,194.0
11,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Maharashtra Cricket Association Stadium,Chennai Super Kings,runs,64.0,205.0
11,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,M.Chinnaswamy Stadium,Royal Challengers Bangalore,wickets,9.0,125.0
11,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Eden Gardens,Punjab Kings,wickets,6.0,175.0
11,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Sawai Mansingh Stadium,Rajasthan Royals,runs,4.0,183.0
11,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajiv Gandhi International Stadium,Chennai Super Kings,wickets,3.0,168.0
11,Punjab Kings,Delhi Capitals,Delhi Capitals,field,Arun Jaitley Stadium,Punjab Kings,runs,4.0,144.0
11,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Wankhede Stadium,Sunrisers Hyderabad,runs,31.0,119.0
11,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,M.Chinnaswamy Stadium,Chennai Super Kings,wickets,5.0,206.0
11,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,runs,13.0,133.0
11,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Arun Jaitley Stadium,Delhi Capitals,runs,55.0,220.0
11,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Maharashtra Cricket Association Stadium,Mumbai Indians,wickets,8.0,170.0
11,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,Sawai Mansingh Stadium,Sunrisers Hyderabad,runs,11.0,152.0
11,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,M.Chinnaswamy Stadium,Kolkata Knight Riders,wickets,6.0,176.0
11,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Maharashtra Cricket Association Stadium,Chennai Super Kings,runs,13.0,212.0
11,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,M.Chinnaswamy Stadium,Royal Challengers Bangalore,runs,14.0,168.0
11,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Arun Jaitley Stadium,Delhi Capitals,runs,4.0,151.0
11,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Eden Gardens,Kolkata Knight Riders,wickets,6.0,178.0
11,Punjab Kings,Mumbai Indians,Mumbai Indians,field,Holkar Cricket Stadium,Mumbai Indians,wickets,6.0,175.0
11,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,Maharashtra Cricket Association Stadium,Chennai Super Kings,wickets,6.0,128.0
11,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,wickets,7.0,164.0
11,Rajasthan Royals,Punjab Kings,Punjab Kings,field,Holkar Cricket Stadium,Punjab Kings,runs,13.0,182.0
11,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Wankhede Stadium,Mumbai Indians,wickets,6.0,153.0
11,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,runs,5.0,147.0
11,Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,Sawai Mansingh Stadium,Rajasthan Royals,runs,15.0,159.0
11,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Eden Gardens,Mumbai Indians,runs,102.0,211.0
11,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,Arun Jaitley Stadium,Sunrisers Hyderabad,wickets,9.0,188.0
11,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Sawai Mansingh Stadium,Rajasthan Royals,wickets,4.0,177.0
11,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Arun Jaitley Stadium,Royal Challengers Bangalore,runs,31.0,246.0
11,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Holkar Cricket Stadium,Kolkata Knight Riders,wickets,5.0,182.0
11,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Wankhede Stadium,Rajasthan Royals,wickets,8.0,180.0
11,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Maharashtra Cricket Association Stadium,Chennai Super Kings,wickets,7.0,169.0
11,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Holkar Cricket Stadium,Royal Challengers Bangalore,wickets,10.0,89.0
11,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Eden Gardens,Kolkata Knight Riders,wickets,6.0,143.0
11,Mumbai Indians,Punjab Kings,Punjab Kings,field,Wankhede Stadium,Mumbai Indians,runs,3.0,187.0
11,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,M.Chinnaswamy Stadium,Royal Challengers Bangalore,runs,14.0,219.0
11,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Arun Jaitley Stadium,Delhi Capitals,runs,34.0,163.0
11,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,Sawai Mansingh Stadium,Rajasthan Royals,runs,30.0,165.0
11,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Rajiv Gandhi International Stadium,Kolkata Knight Riders,wickets,5.0,173.0
11,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,Maharashtra Cricket Association Stadium,Chennai Super Kings,runs,11.0,175.0
11,Delhi Capitals,Mumbai Indians,Delhi Capitals,bat,Arun Jaitley Stadium,Delhi Capitals,wickets,5.0,154.0
11,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Wankhede Stadium,Chennai Super Kings,wickets,2.0,140.0
11,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Eden Gardens,Kolkata Knight Riders,runs,25.0,170.0
11,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Eden Gardens,Sunrisers Hyderabad,runs,14.0,175.0
11,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Wankhede Stadium,Chennai Super Kings,wickets,8.0,179.0
12,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,MA Chidambaram Stadium,Chennai Super Kings,wickets,7.0,71.0
12,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,Eden Gardens,Kolkata Knight Riders,wickets,6.0,182.0
12,Delhi Capitals,Mumbai Indians,Mumbai Indians,field,Wankhede Stadium,Delhi Capitals,runs,37.0,214.0
12,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Sawai Mansingh Stadium,Punjab Kings,runs,14.0,185.0
12,Delhi Capitals,Chennai Super Kings,Delhi Capitals,bat,Arun Jaitley Stadium,Chennai Super Kings,wickets,6.0,148.0
12,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,Eden Gardens,Kolkata Knight Riders,runs,28.0,219.0
12,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,M.Chinnaswamy Stadium,Mumbai Indians,runs,6.0,188.0
12,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,wickets,5.0,199.0
12,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Arun Jaitley Stadium,,wickets,8.0,177.0
12,Mumbai Indians,Punjab Kings,Punjab Kings,field,Punjab Cricket Association IS Bindra Stadium,Punjab Kings,tie,,186.0
12,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,MA Chidambaram Stadium,Chennai Super Kings,runs,118.0,232.0
12,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,runs,8.0,176.0
12,Punjab Kings,Delhi Capitals,Delhi Capitals,field,Punjab Cricket Association IS Bindra Stadium,Punjab Kings,runs,14.0,167.0
12,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Sawai Mansingh Stadium,Rajasthan Royals,wickets,7.0,159.0
12,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Wankhede Stadium,Mumbai Indians,runs,37.0,171.0
12,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Arun Jaitley Stadium,Sunrisers Hyderabad,wickets,5.0,130.0
12,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,M.Chinnaswamy Stadium,Kolkata Knight Riders,wickets,5.0,206.0
12,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajiv Gandhi International Stadium,Mumbai Indians,runs,22.0,161.0
12,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,MA Chidambaram Stadium,Chennai Super Kings,runs,40.0,137.0
12,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,M.Chinnaswamy Stadium,Delhi Capitals,wickets,4.0,150.0
12,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Sawai Mansingh Stadium,Kolkata Knight Riders,wickets,8.0,140.0
12,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,Punjab Cricket Association IS Bindra Stadium,Punjab Kings,wickets,6.0,151.0
12,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,MA Chidambaram Stadium,Chennai Super Kings,wickets,7.0,109.0
12,Punjab Kings,Mumbai Indians,Mumbai Indians,field,Wankhede Stadium,Mumbai Indians,wickets,3.0,198.0
12,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Sawai Mansingh Stadium,Chennai Super Kings,wickets,4.0,152.0
12,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Eden Gardens,Delhi Capitals,wickets,7.0,179.0
12,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Punjab Cricket Association IS Bindra Stadium,Royal Challengers Bangalore,wickets,4.0,188.0
12,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Wankhede Stadium,Rajasthan Royals,wickets,8.0,174.0
12,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajiv Gandhi International Stadium,Delhi Capitals,wickets,5.0,162.0
12,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,Eden Gardens,Chennai Super Kings,runs,39.0,156.0
12,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Wankhede Stadium,Mumbai Indians,wickets,5.0,172.0
12,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Punjab Cricket Association IS Bindra Stadium,Punjab Kings,runs,12.0,183.0
12,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,wickets,6.0,133.0
12,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,Arun Jaitley Stadium,Mumbai Indians,runs,40.0,169.0
12,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,Eden Gardens,Royal Challengers Bangalore,runs,10.0,214.0
12,Punjab Kings,Delhi Capitals,Delhi Capitals,field,Arun Jaitley Stadium,Delhi Capitals,wickets,5.0,162.0
12,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Sawai Mansingh Stadium,Rajasthan Royals,wickets,5.0,164.0
12,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,wickets,9.0,160.0
12,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,M.Chinnaswamy Stadium,Royal Challengers Bangalore,runs,1.0,162.0
12,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Sawai Mansingh Stadium,Delhi Capitals,wickets,6.0,192.0
12,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,MA Chidambaram Stadium,Chennai Super Kings,wickets,6.0,176.0
12,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,M.Chinnaswamy Stadium,Royal Challengers Bangalore,runs,17.0,203.0
12,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Eden Gardens,Rajasthan Royals,wickets,3.0,176.0
12,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,MA Chidambaram Stadium,Mumbai Indians,runs,46.0,156.0
12,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Sawai Mansingh Stadium,Rajasthan Royals,wickets,7.0,161.0
12,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,Arun Jaitley Stadium,Delhi Capitals,runs,16.0,188.0
12,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Eden Gardens,Kolkata Knight Riders,runs,34.0,233.0
12,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,runs,45.0,213.0
12,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,M.Chinnaswamy Stadium,,no result,,63.0
12,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,MA Chidambaram Stadium,Chennai Super Kings,runs,80.0,180.0
12,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Wankhede Stadium,,tie,,163.0
12,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Punjab Cricket Association IS Bindra Stadium,Kolkata Knight Riders,wickets,7.0,184.0
12,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,bat,Arun Jaitley Stadium,Delhi Capitals,wickets,5.0,116.0
12,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,M.Chinnaswamy Stadium,Royal Challengers Bangalore,wickets,4.0,176.0
12,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Wankhede Stadium,Mumbai Indians,wickets,6.0,171.0
12,Chennai Super Kings,Punjab Kings,Punjab Kings,field,Punjab Cricket Association IS Bindra Stadium,Punjab Kings,wickets,9.0,134.0
12,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,MA Chidambaram Stadium,Mumbai Indians,wickets,6.0,132.0
12,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Capitals,wickets,2.0,163.0
12,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai Super Kings,wickets,6.0,148.0
12,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Rajiv Gandhi International Stadium,Mumbai Indians,runs,1.0,150.0
13,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Sheikh Zayed Stadium,Chennai Super Kings,wickets,5.0,163.0
13,Delhi Capitals,Punjab Kings,Punjab Kings,field,Dubai International Cricket Stadium,,tie,,158.0
13,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Dubai International Cricket Stadium,Royal Challengers Bangalore,runs,10.0,164.0
13,Rajasthan Royals,Chennai Super Kings,Chennai Super Kings,field,Sharjah Cricket Stadium,Rajasthan Royals,runs,16.0,217.0
13,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,Sheikh Zayed Stadium,Mumbai Indians,runs,49.0,196.0
13,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Dubai International Cricket Stadium,Punjab Kings,runs,97.0,207.0
13,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Dubai International Cricket Stadium,Delhi Capitals,runs,44.0,176.0
13,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Sheikh Zayed Stadium,Kolkata Knight Riders,wickets,7.0,143.0
13,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Sharjah Cricket Stadium,Rajasthan Royals,wickets,4.0,224.0
13,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Dubai International Cricket Stadium,,tie,,202.0
13,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,Sheikh Zayed Stadium,Sunrisers Hyderabad,runs,15.0,163.0
13,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Dubai International Cricket Stadium,Kolkata Knight Riders,runs,37.0,175.0
13,Mumbai Indians,Punjab Kings,Punjab Kings,field,Sheikh Zayed Stadium,Mumbai Indians,runs,48.0,192.0
13,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Dubai International Cricket Stadium,Sunrisers Hyderabad,runs,7.0,165.0
13,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,Sheikh Zayed Stadium,Royal Challengers Bangalore,wickets,8.0,155.0
13,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,field,Sharjah Cricket Stadium,Delhi Capitals,runs,18.0,229.0
13,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Sharjah Cricket Stadium,Mumbai Indians,wickets,10.0,179.0
13,Punjab Kings,Chennai Super Kings,Punjab Kings,bat,Dubai International Cricket Stadium,Chennai Super Kings,runs,34.0,209.0
13,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Dubai International Cricket Stadium,Delhi Capitals,runs,59.0,197.0
13,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,Sheikh Zayed Stadium,Mumbai Indians,runs,57.0,194.0
13,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,bat,Sheikh Zayed Stadium,Kolkata Knight Riders,runs,10.0,168.0
13,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,Dubai International Cricket Stadium,Sunrisers Hyderabad,runs,69.0,202.0
13,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Sharjah Cricket Stadium,Delhi Capitals,runs,46.0,185.0
